"","CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T","year","address"
"225684",30,"SC",180043,"SC","CATALINA AIRPORT","CATALINA AIRPORT","AVALON","90704",4581,"ORA","SOUTH COAST AQMD","","",1.5185,1.395,45.7628,0.8429,0.1702,1.281114305,1.1874,2012,"CATALINA AIRPORT,AVALON, CA"
"225685",19,"SC",24224,"SC","CATALINA INDUSTRIES INC.","11919 VOSE ST","NORTH HOLLYWOOD","91605",2851,"LA","SOUTH COAST AQMD","","",0.330288675358826,0.233264298,0,0,0,0.00174,0.0016704,2012,"11919 VOSE ST,NORTH HOLLYWOOD, CA"
"225697",33,"SC",145095,"SC","CBJ DAIRY","2441 RAMONA EXPY","SAN JACINTO","92582",241,"RIV","SOUTH COAST AQMD","","",0.161036358431148,0.1125,0,0,0,0,0,2012,"2441 RAMONA EXPY,SAN JACINTO, CA"
"225725",30,"SC",118124,"SC","CEDAR FAIR LP, KNOTT'S BERRY FARM DBA","8039 BEACH BLVD ATTN: SUZANNE BILODEAU","BUENA PARK","90620",7996,"ORA","SOUTH COAST AQMD","","",1.90590236673454,1.63655,3.08462,2.79444,0.02007,0.39138,0.38038354,2012,"8039 BEACH BLVD ATTN: SUZANNE BILODEAU,BUENA PARK, CA"
"225727",19,"SC",16389,"SC","CEDARS-SINAI MEDICAL CTR","8700 BEVERLY BLVD.","LOS ANGELES","90048",8062,"LA","SOUTH COAST AQMD","","",38.4787734877417,16.47449,11.89234,16.38842,0.08946,11.66934,8.52794878,2012,"8700 BEVERLY BLVD.,LOS ANGELES, CA"
"225728",19,"SC",110699,"SC","CEILINGS PLUS, JV","6711 E WASHINGTON BLVD","COMMERCE","90040",3646,"LA","SOUTH COAST AQMD","","",8.16604483045721,3.47985,0.00604,0.0072,4e-05,0.06984,0.067068,2012,"6711 E WASHINGTON BLVD,COMMERCE, CA"
"225787",19,"SC",18434,"SC","CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","1201 W GLADSTONE ST","AZUSA","91702",5032,"LA","SOUTH COAST AQMD","","",0.00780479228842921,0.0077,0,0,0,47.5922,24.250162,2012,"1201 W GLADSTONE ST,AZUSA, CA"
"225788",36,"SC",98226,"SC","CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","3221 RIVERSIDE AVE","RIALTO","92376",5032,"SBD","SOUTH COAST AQMD","","",0.0128842476657303,0.01243,0,0,0,41.78379,21.9753312,2012,"3221 RIVERSIDE AVE,RIALTO, CA"
"225789",19,"SC",119082,"SC","CEMEX CONSTRUCTION MATERIALS PACIFIC,LLC","625 LAMAR ST","LOS ANGELES","90031",9999,"LA","SOUTH COAST AQMD","","",0.00170886075949367,0.00162,0,0,0,3.622,3.33224,2012,"625 LAMAR ST,LOS ANGELES, CA"
"225887",30,"SC",56112,"SC","CERADYNE INC","3163-69 RED HILL AVE","COSTA MESA","92626",3624,"ORA","SOUTH COAST AQMD","","",0.0332254098827959,0.00317,0.38027,0.22865,7e-05,0.00118,0.001165,2012,"3163-69 RED HILL AVE,COSTA MESA, CA"
"225888",19,"SC",59866,"SC","CEREAL FOOD PROCESSORS INC/CAL MILLING","1861 E 55TH ST","LOS ANGELES","90058",2043,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,2.98872,1.4644728,2012,"1861 E 55TH ST,LOS ANGELES, CA"
"225892",19,"SC",15748,"SC","CERRITOS CITY, WATER DIV","16540 MARQUARDT AVE","CERRITOS","90703",4941,"LA","SOUTH COAST AQMD","","",1.8417275623317,0.22412,20.5399,1.35714,0.00326494,0.05878338,0.05834637888,2012,"16540 MARQUARDT AVE,CERRITOS, CA"
"225897",19,"SC",800380,"SC","CERTIFIED ENAMELING INC","3340-42 EMERY ST","LOS ANGELES","90023",3479,"LA","SOUTH COAST AQMD","","",1.2105112441793,0.78923,0.1001,0.14552,0.00171,1.13902,1.0943168,2012,"3340-42 EMERY ST,LOS ANGELES, CA"
"225912",33,"SC",163553,"SC","CHAMPION HOME BUILDERS, INC","299 N SMITH AVE","CORONA","92880",9999,"RIV","SOUTH COAST AQMD","","",3.65984536946149,3.5919,0,0,0,0.07425,0.07128,2012,"299 N SMITH AVE,CORONA, CA"
"225915",33,"SC",104307,"SC","CHANDLER AGGREGATES INC","24867 MAITRI RD","CORONA","92883",9999,"RIV","SOUTH COAST AQMD","","",0.0220686190804712,0.02164,0,0,0,7.11672,3.55836,2012,"24867 MAITRI RD,CORONA, CA"
"225919",33,"SC",94117,"SC","CHANNELL COMMERCIAL CORP.","26040 YNEZ RD","TEMECULA","92591",9999,"RIV","SOUTH COAST AQMD","","",0.977727360958577,0.61727,0.61302,2.0163,0.01049,3.13564,2.0330486,2012,"26040 YNEZ RD,TEMECULA, CA"
"225927",30,"SC",55776,"SC","CHAPMAN COAST ROOF CO., INC.","2301 E ORANGETHORPE AVE","FULLERTON","92831",2951,"ORA","SOUTH COAST AQMD","","",1.13120889327932,0.60826,1.6599,0.14079,0.00704,0.34039,0.32697968,2012,"2301 E ORANGETHORPE AVE,FULLERTON, CA"
"225941",19,"SC",124016,"SC","CHEMETALL U,S., INC,","16961 KNOTT AVE","LA MIRADA","90638",9999,"LA","SOUTH COAST AQMD","","",1.16797392385495,0.98685,0.04032,0.07868,0.11865,0.00364,0.00364,2012,"16961 KNOTT AVE,LA MIRADA, CA"
"225948",19,"SC",121234,"SC","CHEMOIL CORP, LONG BEACH MARINE TERMINAL","1004 PIER F AVE","LONG BEACH","90802",5171,"LA","SOUTH COAST AQMD","","",4.76784591034212,4.44557,0,0,0,0,0,2012,"1004 PIER F AVE,LONG BEACH, CA"
"225949",19,"SC",800272,"SC","CHEMOIL TERMINALS CORPORATION","2365 E SEPULVEDA BLVD","CARSON","90810",5171,"LA","SOUTH COAST AQMD","","",22.888126625892,22.07438498,0.00859,0.13398,0.00078,0.00643,0.0062552,2012,"2365 E SEPULVEDA BLVD,CARSON, CA"
"225953",30,"SC",148925,"SC","CHERRY AEROSPACE","1224 E WARNER AVE","SANTA ANA","92705",9999,"ORA","SOUTH COAST AQMD","","",0.896829835147447,0.60909,0.54613,1.63897,0.00745,0.37468318,0.3244225042,2012,"1224 E WARNER AVE,SANTA ANA, CA"
"225971",19,"SC",800030,"SC","CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","EL SEGUNDO","90245",2911,"LA","SOUTH COAST AQMD","","",993.909261724069,505.426806885,960.40397,734.98549,421.11637,209.89421,172.73733416,2012,"324 W EL SEGUNDO BLVD,EL SEGUNDO, CA"
"226031",19,"SC",18885,"SC","CHILDREN'S HOSPITAL OF LOS ANGELES","4650 SUNSET BLVD","LOS ANGELES","90027",8069,"LA","SOUTH COAST AQMD","","",2.31791039810436,1.07552,7.13196,2.29461,0.09757,1.29049,1.28906704,2012,"4650 SUNSET BLVD,LOS ANGELES, CA"
"226041",36,"SC",180021,"SC","CHINO AIRPORT","7000 MERRILL AVE","CHINO","91710",4581,"SBD","SOUTH COAST AQMD","Y","",10.5638,9.3838,404.633,4.8701,0.9806,9.254422928,8.4759,2012,"7000 MERRILL AVE,CHINO, CA"
"226042",19,"SC",119219,"SC","CHIQUITA CANYON LLC","29201 HENRY MAYO DR","VALENCIA","91355",4953,"LA","SOUTH COAST AQMD","","",2.42414225941423,1.15874,9.14106,7.47309,8.62891,0.70126,0.70126,2012,"29201 HENRY MAYO DR,VALENCIA, CA"
"226043",33,"SS",180048,"SC","CHIRIACO SUMMIT","62510 CHIRIACO RD","INDIO","92201",4581,"RIV","SOUTH COAST AQMD","","",0.4382,0.3888,17.0169,0.2044,0.0413,0.388133779,0.3552,2012,"62510 CHIRIACO RD,INDIO, CA"
"226055",19,"SC",22379,"SC","CHROMALLOY LOS ANGELES","2100 W 139TH ST","GARDENA","90249",7699,"LA","SOUTH COAST AQMD","","",0.196098541289813,0.09086973,0.36833,1.8795,0.00483,0.1616,0.13834048,2012,"2100 W 139TH ST,GARDENA, CA"
"226056",30,"SC",111005,"SC","CHROMETECH INC","2309 W 2ND ST & 2310 CAPE COD WAY CONTIGUOUS","SANTA ANA","92703",3399,"ORA","SOUTH COAST AQMD","","",0.662166843290707,0.62552,0.12316,2.20433,0.00133,4.45638444,0.8599101436,2012,"2309 W 2ND ST & 2310 CAPE COD WAY CONTIGUOUS,SANTA ANA, CA"
"226126",30,"SC",56940,"SC","CITY OF ANAHEIM/COMB TURBINE GEN STATION","1144 N KRAEMER BLVD","ANAHEIM","92806",9511,"ORA","SOUTH COAST AQMD","","",9.42813011364067,0.86174,1.92016,3.50699,0.22626,0.69883,0.69463468,2012,"1144 N KRAEMER BLVD,ANAHEIM, CA"
"226201",19,"SC",139865,"SC","CITY OF BURBANK/WATER AND POWER","2500 BEL AIRE DR","BURBANK","91506",4911,"LA","SOUTH COAST AQMD","","",2.51521401170083,0.33238,1.41611,1.74161,0.27818,0.16856,0.16770608,2012,"2500 BEL AIRE DR,BURBANK, CA"
"226240",19,"SC",74396,"SC","CITY OF CERRITOS - WATER DIVISION","12701 ARTESIA","CERRITOS","90701",9111,"LA","SOUTH COAST AQMD","","",3.02724288840263,0.27669,0.22041,0.03449,0.0055212,0.09217,0.09161698,2012,"12701 ARTESIA,CERRITOS, CA"
"226502",19,"SC",7274,"SC","CITY OF HERMOSA BEACH, FINANCE DEPT","555 6TH ST","HERMOSA BEACH","90254",9199,"LA","SOUTH COAST AQMD","","",0.149938222054324,0.14594,0.01895,0.08915,0.00017,0.00522,0.0050461,2012,"555 6TH ST,HERMOSA BEACH, CA"
"226503",19,"SC",23194,"SC","CITY OF HOPE MEDICAL CENTER","1500 E DUARTE RD","DUARTE","91010",8062,"LA","SOUTH COAST AQMD","","",5.99822855704833,3.94654,6.8208,2.78295,0.04636,0.65035,0.64855984,2012,"1500 E DUARTE RD,DUARTE, CA"
"226522",19,"SC",91126,"SC","CITY OF LA, BUREAU OF SANITATION","5400 GRIFFITH PRK DR","LOS ANGELES","90027",9999,"LA","SOUTH COAST AQMD","","",0.14673,0.14673,0,0,0,0,0,2012,"5400 GRIFFITH PRK DR,LOS ANGELES, CA"
"226858",36,"SC",800411,"SC","CITY OF REDLANDS, CALIFORNIA STREET LAND","1950 NEVADA (1950-2151) ST","REDLANDS","92373",4931,"SBD","SOUTH COAST AQMD","","",0.647533212813237,0.28232,1.57213,2.03556,0.33744,0.43107,0.43107,2012,"1950 NEVADA (1950-2151) ST,REDLANDS, CA"
"226947",33,"SC",57769,"SC","CITY OF RIVERSIDE (TEQUESQUITE LANDFILL)","5900 TEQUESQUITE AVE","RIVERSIDE","92503",4953,"RIV","SOUTH COAST AQMD","","",0.388702928870293,0.1858,0.68969,1.51556,0.10098,0.13262,0.13262,2012,"5900 TEQUESQUITE AVE,RIVERSIDE, CA"
"226948",33,"SC",139796,"SC","CITY OF RIVERSIDE PUBLIC UTILITIES DEPT","5901 PAYTON AVE","RIVERSIDE","92504",4911,"RIV","SOUTH COAST AQMD","","",11.9574231657713,1.09469,4.90079,4.25147,0.27215,2.7307,2.71428358,2012,"5901 PAYTON AVE,RIVERSIDE, CA"
"227291",19,"SC",800244,"SC","CLAREMONT UNIVERSITY CONSORTIUM","303 E 1ST ST","CLAREMONT","91711",8221,"LA","SOUTH COAST AQMD","","",0.0462041896451269,0.02192,0.27366,0.37097,0.00188,0.02791,0.0278056,2012,"303 E 1ST ST,CLAREMONT, CA"
"227297",36,"SC",45486,"SC","CLARK PACIFIC","13592 SLOVER AVE","FONTANA","92335",3272,"SBD","SOUTH COAST AQMD","","",0.320249792211961,0.17284,0.00042,5e-04,3e-06,5.82799,5.0130932,2012,"13592 SLOVER AVE,FONTANA, CA"
"227335",19,"SC",142769,"SC","CLOSET WORLD INC","500 S 7TH AVE","CITY OF INDUSTRY","91746",2499,"LA","SOUTH COAST AQMD","","",0.120768498342018,0.04834,0.00318,0.01182,4e-05,0.09422,0.0904444,2012,"500 S 7TH AVE,CITY OF INDUSTRY, CA"
"227336",36,"SC",153420,"SC","CLOSETMAID","5150 EDISON AVE","CHINO","91710",2511,"SBD","SOUTH COAST AQMD","","",0.391972341764209,0.35043,0.1478,0.1568,0.00397,0.05034,0.05034,2012,"5150 EDISON AVE,CHINO, CA"
"227338",19,"SC",16978,"SC","CLOUGHERTY PACKING LLC/HORMEL FOODS CORP","3049 E VERNON AVE","VERNON","90058",2011,"LA","SOUTH COAST AQMD","","",17.6868141284619,8.3029,13.11452,26.49951,0.1050825,4.72481,4.22684622,2012,"3049 E VERNON AVE,VERNON, CA"
"227358",33,"SC",141901,"SC","CMH MFG WEST INC, GOLDEN WEST HOMES DBA","3100 N PERRIS BLVD","PERRIS","92571",2451,"RIV","SOUTH COAST AQMD","","",2.81662289579686,2.3622,0,0,0,2.63064,2.49261694,2012,"3100 N PERRIS BLVD,PERRIS, CA"
"227365",30,"SC",166935,"SC","COAST AEROSPACE MANUFACTURING, INC","950 S RICHFIELD RD","PLACENTIA","92870",2511,"ORA","SOUTH COAST AQMD","","",0.174005466140298,0.1719,0,0,0,0.00539,0.0051744,2012,"950 S RICHFIELD RD,PLACENTIA, CA"
"227370",19,"SC",13126,"SC","COAST PACKING CO","3275 E VERNON AVE","VERNON","90058",9999,"LA","SOUTH COAST AQMD","","",7.43059170381095,5.09871,2.15334,2.5635,1.99846,4.161,2.1382482,2012,"3275 E VERNON AVE,VERNON, CA"
"227371",19,"SC",21593,"SC","COAST PLATING INC","128-150 W 154TH ST","GARDENA","90248",3471,"LA","SOUTH COAST AQMD","","",5.12510079685655,5.06164,0.00542,0.02015,9.3e-05,0.8217771,0.7069483373,2012,"128-150 W 154TH ST,GARDENA, CA"
"227372",19,"SC",112968,"SC","COAST PLATING INC","417 W 164 TH ST","GARDENA","90248",3471,"LA","SOUTH COAST AQMD","","",4.41035881946062,4.35698576,3.61e-05,8e-05,5.52e-07,0.00053696,0.00050806,2012,"417 W 164 TH ST,GARDENA, CA"
"227378",30,"SC",112684,"SC","COASTLINE HIGH PERFORMANCE COATINGS,LTD.","7181 ORANGEWOOD AVE","GARDEN GROVE","92841",3471,"ORA","SOUTH COAST AQMD","","",1.61387736016002,1.5912935,1e-05,6e-05,3e-07,0.00090645,0.000780342,2012,"7181 ORANGEWOOD AVE,GARDEN GROVE, CA"
"227379",30,"SC",58188,"SC","COASTLINE METAL FINISHING CORP.","7061 PATTERSON DR","GARDEN GROVE","92841",3471,"ORA","SOUTH COAST AQMD","","",2.59021046079638,2.55701,0.02772,0.033,0.00019,0.45298,0.0880912,2012,"7061 PATTERSON DR,GARDEN GROVE, CA"
"227387",19,"SC",18218,"SC","COCA-COLA BOTTLING COMPANY","11536 PATTON RD","DOWNEY","90241",9999,"LA","SOUTH COAST AQMD","","",1.78716508611374,1.12555,3.24244,0.51531,0.02316,0.70325,0.6868544,2012,"11536 PATTON RD,DOWNEY, CA"
"227423",19,"SC",151832,"SC","COLOR-TEC INDUSTRIAL FINISHING, INC.","11231 ILEX AVE","PACOIMA","91331",2851,"LA","SOUTH COAST AQMD","","",3.23289053037047,2.83983,0.03276,0.039,0.00023,0.09438,0.0907232,2012,"11231 ILEX AVE,PACOIMA, CA"
"227425",19,"SC",11221,"SC","COLUMBIA SHOWCASE & CABINET CO","11034 SHERMAN WAY","SUN VALLEY","91352",2541,"LA","SOUTH COAST AQMD","","",0.587863144042919,0.58075,0,0,0,0.26512,0.2545152,2012,"11034 SHERMAN WAY,SUN VALLEY, CA"
"227496",19,"SC",40427,"SC","COMM RECYCLING & RESOURCE RECOVERY INC","9147 DE GARMO AVE","SUN VALLEY","91352",4212,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,6.24838,3.12419,2012,"9147 DE GARMO AVE,SUN VALLEY, CA"
"227498",19,"SC",37336,"SC","COMMERCE REFUSE TO ENERGY FACILITY","5926 SHEILA ST","COMMERCE","90040",4953,"LA","SOUTH COAST AQMD","","",19.3833623660891,3.323270205,33.69307,119.22165,10.98912,5.18355,1.555065,2012,"5926 SHEILA ST,COMMERCE, CA"
"227504",19,"SC",23500,"SC","COMMERCIAL SANDBLAST CO","2678 E 26TH ST","VERNON","90058",9999,"LA","SOUTH COAST AQMD","","",0.796447008806559,0.78681,0,0,0,0.22783,0.2187168,2012,"2678 E 26TH ST,VERNON, CA"
"227505",19,"SC",158169,"SC","COMMERCIAL TRUCK EQUIPMENT CO DBA CTEC","12351 BELLFLOWER BLVD","DOWNEY","90242",3713,"LA","SOUTH COAST AQMD","","",0.532345692377771,0.44119,0,0,0,0.03441,0.0330336,2012,"12351 BELLFLOWER BLVD,DOWNEY, CA"
"227529",19,"SC",180003,"SC","COMPTON/WOODLEY AIRPORT","901 W ALONDRA BLVD","COMPTON","90220",4581,"LA","SOUTH COAST AQMD","Y","",4.8195,4.2776,187.1867,2.2478,0.4536,4.269490364,3.9072,2012,"901 W ALONDRA BLVD,COMPTON, CA"
"227543",19,"SC",151286,"SC","CONCEPTUAL TEXTILE PRINTING LLC","5700 FIRST ST","VERNON","90058",2261,"LA","SOUTH COAST AQMD","","",0.377783041212695,0.1595,1.51934,2.935,0.0153,0.19271,0.19271,2012,"5700 FIRST ST,VERNON, CA"
"227562",19,"SC",79653,"SC","CONNELL PROCESSING INC","3094 N AVON ST","BURBANK","91504",3399,"LA","SOUTH COAST AQMD","","",2.49017144439427,1.47486,0.0077,0.0286,0.00012,0.00164,0.00164,2012,"3094 N AVON ST,BURBANK, CA"
"227563",19,"SC",63111,"SC","CONNELL PROCESSING INC,CONNELL PROC CORP","3080 N AVON ST","BURBANK","91504",3471,"LA","SOUTH COAST AQMD","","",1.05869608058431,0.66156,0.14133,0.2133,0.00118,0.01499,0.01499,2012,"3080 N AVON ST,BURBANK, CA"
"227580",19,"SC",319,"SC","CONSOL FABRICATORS CORP","8827 BRADLEY AVE","SUN VALLEY","91352",3443,"LA","SOUTH COAST AQMD","","",4.48365219151736,4.4294,0,0,0,0.18606,0.1786176,2012,"8827 BRADLEY AVE,SUN VALLEY, CA"
"227583",19,"SC",51442,"SC","CONSOLIDATED FABRICATORS CORP","4600 S SANTA FE AVE","VERNON","90058",3443,"LA","SOUTH COAST AQMD","","",4.69399736815467,4.6372,0,0,0,0.6403,0.3234124,2012,"4600 S SANTA FE AVE,VERNON, CA"
"227585",19,"SC",126536,"SC","CONSOLIDATED FOUNDRIES - POMONA","4200 W VALLEY BLVD","POMONA","91769",3365,"LA","SOUTH COAST AQMD","","",25.2361627838885,17.12845,1.11049,4.1978,0.01897,1.48424,1.22274644,2012,"4200 W VALLEY BLVD,POMONA, CA"
"227590",30,"SC",10971,"SC","CONTAINER SUPPLY CO INC","12571 WESTERN AVE","GARDEN GROVE","92841",3411,"ORA","SOUTH COAST AQMD","","",2.48603243327236,2.15598412,0.29214,1.0851,0.00499,1.88238,1.335989,2012,"12571 WESTERN AVE,GARDEN GROVE, CA"
"227592",19,"SC",140631,"SC","CONTEMPORA WOOD FINISHING","8674 ATLANTIC BLVD","SOUTH GATE","90280",2511,"LA","SOUTH COAST AQMD","","",0.105014786584888,0.08832,0,0,0,0,0,2012,"8674 ATLANTIC BLVD,SOUTH GATE, CA"
"227595",19,"SC",168799,"SC","CONTESSA PREMIUM FOODS, INC (A DELAWARE","4000 NOAKES ST","COMMERCE","90023",5142,"LA","SOUTH COAST AQMD","","",0.0105254429848556,0.00445375,0.0223193,0.0831919,0.00036685,0.0740943,0.053232605,2012,"4000 NOAKES ST,COMMERCE, CA"
"227596",36,"SC",56346,"SC","CONTINENTAL COATINGS INC","10938 BEECH AVE","FONTANA","92337",2851,"SBD","SOUTH COAST AQMD","","",3.80195363903229,3.75595,0,0,0,0.4615,0.41535,2012,"10938 BEECH AVE,FONTANA, CA"
"227598",19,"SC",118203,"SC","CONTINENTAL FLEET PAINT & BODY INC","2021 E 25TH ST","LOS ANGELES","90058",7535,"LA","SOUTH COAST AQMD","","",0.928747848972568,0.91751,0,0,0,0.04079,0.0391584,2012,"2021 E 25TH ST,LOS ANGELES, CA"
"227679",19,"SC",83819,"SC","CONTRACTORS WARDROBE","26121 AVENUE HALL","VALENCIA","91355",3089,"LA","SOUTH COAST AQMD","","",0.402003163903062,0.39681,0,0,0,0.02242,0.0215232,2012,"26121 AVENUE HALL,VALENCIA, CA"
"227685",19,"SC",39133,"SC","COOPER & BRAIN, B & B LEASE","1520 PACIFIC COAST HWY","WILMINGTON","90744",9999,"LA","SOUTH COAST AQMD","","",4.53514869481054,3.23907,0.0546,0.065,0.00039,0.00494,0.00494,2012,"1520 PACIFIC COAST HWY,WILMINGTON, CA"
"227712",33,"SC",2537,"SC","CORONA CITY, DEPT OF WATER & POWER","2205 RAILROAD ST","CORONA","92880",4953,"RIV","SOUTH COAST AQMD","","",0.467513421840616,0.20693,0.74875,1.96198,0.35207,0.83389,0.78348624,2012,"2205 RAILROAD ST,CORONA, CA"
"227713",33,"SC",68042,"SC","CORONA ENERGY PARTNERS, LTD","1130 W RINCON ST","CORONA","92880",4911,"RIV","SOUTH COAST AQMD","","",38.3739606126915,3.50738,3.64474,10.00524,0.04384,6.11363,4.47288422,2012,"1130 W RINCON ST,CORONA, CA"
"227714",33,"SC",180016,"SC","CORONA MUNI AIRPORT","1900 AVIATION DR","CORONA","92880",4581,"RIV","SOUTH COAST AQMD","Y","",4.9655,4.4073,192.8591,2.3158,0.4674,4.398874555,4.0256,2012,"1900 AVIATION DR,CORONA, CA"
"227718",33,"SS",127842,"SC","CORONET CONCRETE PROD, DESERT REDI MIX","87000 FARGO CANYON RD","INDIO","92201",2951,"RIV","SOUTH COAST AQMD","","",0,0,0,0,0,0.24217,0.121085,2012,"87000 FARGO CANYON RD,INDIO, CA"
"227719",19,"SC",19144,"SC","CORONET MFG CO INC","16210 S AVALON BLVD","GARDENA","90248",3641,"LA","SOUTH COAST AQMD","","",2.02773530347235,1.99031,0.04812,0.17875,0.00082,0.017500000661,0.01719700012559,2012,"16210 S AVALON BLVD,GARDENA, CA"
"227727",19,"SC",36706,"SC","COSMETIC LABORATORIES OF AMERICA","20245 SUNBURST ST","CHATSWORTH","91311",2844,"LA","SOUTH COAST AQMD","","",1.19990622949888,1.13349,0.1278,0.11865,0.00418,3.26259,2.359105,2012,"20245 SUNBURST ST,CHATSWORTH, CA"
"227834",33,"SC",163761,"SC","COUNTY OF RIVERSIDE","33 32'43.11N 116 28'9.7W","MOUNTAIN CENTER","92561",6553,"RIV","SOUTH COAST AQMD","","",5.97585753555635e-08,5e-08,5e-08,5e-08,5e-08,5e-08,4.88e-08,2012,"33 32'43.11N 116 28'9.7W,MOUNTAIN CENTER, CA"
"227835",33,"SC",96326,"SC","COUNTY OF RIVERSIDE REGIONAL MEDICAL CTR","26520 CACTUS AVE","MORENO VALLEY","92555",8062,"RIV","SOUTH COAST AQMD","","",0.970831537720148,0.63792,1.1602,2.34524,0.02557,0.35929,0.35837752,2012,"26520 CACTUS AVE,MORENO VALLEY, CA"
"227905",19,"SC",95872,"SC","COUNTY SANITATION DISTRICTS OF LA COUNTY","VARIOUS LOCATIONS IN SCAQMD","WHITTIER","90607",4953,"LA","SOUTH COAST AQMD","","",0.0287797298912394,0.02408,0.06552,0.30132,0.00012,0.02151,0.02099376,2012,"VARIOUS LOCATIONS IN SCAQMD,WHITTIER, CA"
"227927",33,"SS",152707,"SC","CPV SENTINEL LLC","62575 POWER LINE RD","DESERT HOT SPRINGS","92240",4911,"RIV","SOUTH COAST AQMD","","",0.787746170678337,0.072,0.1938,0.012,0,0.00602,0.005978,2012,"62575 POWER LINE RD,DESERT HOT SPRINGS, CA"
"227928",30,"SC",22914,"SC","CR & R INC","11292 WESTERN AVE","STANTON","90680",4212,"ORA","SOUTH COAST AQMD","","",1.27527893844634,1.25921,0,0,0,0,0,2012,"11292 WESTERN AVE,STANTON, CA"
"227929",30,"SC",157468,"SC","CR & R, INC.","7592 ORANGEWOOD AVE","STANTON","90680",4953,"ORA","SOUTH COAST AQMD","","",3.02573134932685,2.98912,0,0,0,0.26833,0.2575968,2012,"7592 ORANGEWOOD AVE,STANTON, CA"
"227930",30,"SC",116403,"SC","CR TRANSFER INC","VARIOUS LOCATIONS IN SCAQMD","STANTON","90680",4953,"ORA","SOUTH COAST AQMD","","",0.568483327357476,0.47565,1.29376,5.94879,0.00266,8.10941,7.48445216,2012,"VARIOUS LOCATIONS IN SCAQMD,STANTON, CA"
"227931",30,"SC",68466,"SC","CR TRANSFER, INC.","11232 KNOTT AVE","STANTON","90680",4212,"ORA","SOUTH COAST AQMD","","",0.00165611814345992,0.00157,0,0,0,0,0,2012,"11232 KNOTT AVE,STANTON, CA"
"227935",19,"SC",24756,"SC","CRANE CO, HYDRO-AIRE DIV","3000 WINONA AVE","BURBANK","91510",9999,"LA","SOUTH COAST AQMD","","",1.1630731855451,1.149,0,0,0,5e-04,0.00048,2012,"3000 WINONA AVE,BURBANK, CA"
"227941",19,"SC",52627,"SC","CREATIVE ELEGANCE, INC","2105 N EDWARDS","SOUTH EL MONTE","91733",2511,"LA","SOUTH COAST AQMD","","",1.00128036223995,0.85998,0,0,0,0,0,2012,"2105 N EDWARDS,SOUTH EL MONTE, CA"
"227958",30,"SC",46159,"SC","CREST COATING INC","1351, 61 S ALLEC ST","ANAHEIM","92805",3479,"ORA","SOUTH COAST AQMD","","",9.3633151918228,5.15985,0.47995,1.25545,0.00534,0.14045,0.1367839,2012,"1351, 61 S ALLEC ST,ANAHEIM, CA"
"227964",30,"SC",157009,"SC","CRIMSON PIPELINE LP","985 CHALLENGER ST","BREA","92821",4612,"ORA","SOUTH COAST AQMD","","",2.65738021280657,2.19519,0,0,0,0,0,2012,"985 CHALLENGER ST,BREA, CA"
"227967",19,"SC",142513,"SC","CRIMSON RESOURCE MANAGEMENT","29007 W HASLEY CANYON RD CASTAIC HILLS FIELD","CASTAIC","91384",1311,"LA","SOUTH COAST AQMD","","",1.71730199619481,1.1886442,3.5e-06,1.3e-05,6e-08,7.5e-07,7.125e-07,2012,"29007 W HASLEY CANYON RD CASTAIC HILLS FIELD,CASTAIC, CA"
"227968",19,"SC",142517,"SC","CRIMSON RESOURCE MANAGEMENT","29007 W HASLEY CANYON RD","CASTAIC","91384",1311,"LA","SOUTH COAST AQMD","","",4.28388415846871,3.4749615081289,0.09416,0.34922,0.00159003,0.0201105,0.019104997,2012,"29007 W HASLEY CANYON RD,CASTAIC, CA"
"227982",19,"SC",4002,"SC","CROCKETT CONTAINER CORP","9211 NORWALK BLVD","SANTA FE SPRINGS","90670",2653,"LA","SOUTH COAST AQMD","","",2.14772221093291,1.48352,4.0524,2.1855,0.02846,2.30315825,1.551714456,2012,"9211 NORWALK BLVD,SANTA FE SPRINGS, CA"
"227984",19,"SC",149580,"SC","CROCKETT GRAPHICS INC DBA LA PAPER BOX","6027 S EASTERN AVE","LOS ANGELES","90040",2771,"LA","SOUTH COAST AQMD","","",1.51059308360676,1.48615,0.06125,0.2275,0.00105,0.01312,0.01312,2012,"6027 S EASTERN AVE,LOS ANGELES, CA"
"228003",19,"SC",3771,"SC","CROWN CITY FURNITURE MFG","16213 E GALE AVE","CITY OF INDUSTRY","91744",2521,"LA","SOUTH COAST AQMD","","",1.41464016563225,1.3943,0,0,0,0,0,2012,"16213 E GALE AVE,CITY OF INDUSTRY, CA"
"228004",19,"SC",28552,"SC","CROWN DISPOSAL CO INC","9189 DE GARMO AVE","SUN VALLEY","91352",4953,"LA","SOUTH COAST AQMD","","",0.864014576374127,0.85356,0,0,0,1.1855,1.13808,2012,"9189 DE GARMO AVE,SUN VALLEY, CA"
